Recipe ID,Recipe Title,Weight Per Serving,Vegetarian,Vegan,Gluten Free,Dairy Free,Minutes,Dish Type,Ingredients,Ingredients,Calories,Alcohol,Instructions
673,Roasted Potatoes And Haddock Puttanesca,1636,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovy,black pepper,canned tomatoes,caper berries,fingerling potatoes,flat-leaf parsley,garlic cloves,halibut fillets,kosher salt,oil cured black olives,olive oil,red pepper flakes",,1.345,0,"Heat 2 Tbsp. oil in a medium pot over low heat. Add garlic and anchovies; cook, stirring frequently to break up anchovies, until garlic is soft but not browned, 34 minutes. Add red pepper flakes; cook until fragrant, about 20 seconds. Add tomato pure, increase heat to medium, and cook, stirring occasionally, until sauce thickens, 1520 minutes. Stir in olives; simmer for 5 minutes. Season with salt and pepper. Arrange racks in upper and lower thirds of oven; preheat to 425. Place a wire rack in a rimmed baking sheet. Toss 1 Tbsp. oil, potatoes, shallots, 1/2 tsp. salt, and 1/4 tsp. pepper in a large bowl to coat. Spread in a single layer on prepared rack. Roast on top oven rack for 18 minutes. Keep in oven.Place fish in an 8x8x2"" glass baking dish. Drizzle with remaining 1/2 Tbsp. oil and season with salt and pepper. Place on bottom oven rack and roast with potatoes until fish is just opaque in center, potatoes are golden brown and tender, and shallots are crispy, about 7 minutes longer. Place potatoes, shallots, and fish on a platter in an even layer. Spoon 1 1/2 cups puttanesca over (reserve remaining sauce for another use); garnish with caper berries and parsley."
674,Bagna Cauda,175,FALSE,FALSE,FALSE,FALSE,45,side dish,"anchovies,butter,crusty bread,garlic,green onions,olive oil,portabella mushrooms,radicchio,red belgian endive,yellow bell peppers",,141,0,"In a 2- to 3-quart pan or an electric skillet over medium heat, stir olive oil, butter, anchovies, and garlic, breaking up anchovies and garlic slightly with the back of a fork, until butter is melted and mixture is bubbling, about 5 minutes. Remove from heat and let stand at least 10 minutes or up to 30 minutes. Meanwhile, arrange the radicchio, endive, peppers, green onions, and mushrooms on a serving platter. Reheat butter mixture gently over low heat, then pour into a bowl or ramekin. Alternatively, pour into a 1 1/2- to 2-cup ceramic fondue pan or metal chafing dish in a water-bath jacket. Set over a votive candle or an ignited alcohol or canned solid-fuel flame. Adjust heat to lowest setting under fondue pan, to medium under chafing dish. Pass platter of vegetables and bread for guests to dip in warm bagna cauda."
675,Myolchi Bokeum (sauteed Dried Baby Anchovies),729,FALSE,FALSE,TRUE,TRUE,60,"lunch,main course,main dish,dinner","baby corn,black beans,chilli,cloves garlic,fish sauce,kang kong,light soy sauce,rice malt syrup,sesame seeds,sweet chilli sauce,wakame,water,white sugar,gochujjang,miyeok joolgi,myolchi",,456,0,
676,Pasta Puttanesca,140,FALSE,FALSE,FALSE,FALSE,25,side dish,"anchovy filets,basil leaves,bucatini,chicken broth,garlic,grape tomatoes,olive oil,olives,parmesan cheese,red onion",,287,0,"Cook pasta until al dente. Mash (in this order) garlic, anchovies, and olives using a mortar and pestle, or just chop them finely together. Set aside.Using a fork, crumble the Parmesan cheese.Heat olive oil in a skillet over medium-high heat. Add sliced red onions and cook until slightly caramelized. Add halved tomatoes and cook for a couple of minutes. Pour in broth or wine and cook for another two minutes, then pour in garlic/anchovy/olive mixture. Stir and continue cooking for several minutes, or until sauce is nice and reduced and wonderful. Add salt and pepper to taste.Drain pasta and add to the skillet. Add the crumbled Parmesan and toss to coat pasta in the sauce. Tear basil leaves and sprinkle over the top. Serve right out of the skillet. (Note: Bucatini is extra delicious in this dish.)"
677,Onion Tartlets,119,TRUE,TRUE,TRUE,TRUE,43,side dish,"olive oil,olive oil,olives,pine nuts,salt and pepper,sugar,water,yellow onions",,153,0,
678,Ramp Kimchi & Ramp Confit,292,TRUE,TRUE,TRUE,TRUE,20,side dish,"chili pepper,corn syrup,daikon,EVOO,ginger powder,ground pepper,juice,ramps,ramps,scallions,sea salt,sesame seeds,sugar,myeolchi aegjeot",,426,0,
679,Olive Tapenade,57,FALSE,FALSE,TRUE,TRUE,45,side dish,"anchovy,capers,cognac,garlic,olive oil,olives,pepper,red onion",,148,0,"Combine all the ingredients in a food processor and process until finely chopped and well combined. Make Ahead Tips This recipe can be prepared ahead of time and refrigerated for up to three days. nutrition information (per serving): Size : per 2 Tbs., Calories (kcal): 80, Fat (kcal): 8, Fat Calories (g): 70, Saturated Fat (g): 1, Protein (g): 1, Monounsaturated Fat (g): 6, Carbohydrates (mg): 2, Polyunsaturated Fat (mg): 1, Sodium (g): 220, Cholesterol (g): 5, Fiber (g): 1, Photo: Scott Phillips Rate this Recipe and View Reviews"
681,Anchoïade,30,TRUE,TRUE,TRUE,TRUE,2,side dish,"blanched slivered almonds,garlic,lemon juice,lemon zest,olive oil,olive oil,pepper",,236,0,
682,Baked Cod With Olives,392,FALSE,FALSE,TRUE,FALSE,35,"lunch,main course,main dish,dinner","anchovy,capers,coarse salt,cod,cod,garlic clove,kalamata olives,lemon juice,lemon juice,olive oil,olive oil,oregano,oregano,unsalted butter",,536,0,"Preheat oven to 400 degrees. Butter a 9-by-13-inch nonreactive baking dish; set aside. Stir together olives, capers, anchovies, garlic, lemon juice, oil, and oregano in a small bowl; set aside."
683,Quick tomato macaroni cheese,488,FALSE,FALSE,FALSE,FALSE,45,"lunch,main course,main dish,dinner","anchovies,bell pepper,bread,extra virgin olive oil,fresh basil,fresh thyme,garlic,macaroni,nutmeg,parmesan cheese,red wine vinegar,sea salt,single cream,skim milk mozzarella,sun-dried tomatoes,tomatoes",,870,0,"Preheat your oven to 200C/400F/gas 6. Get a pan of salted boiling water going and cook your macaroni according to the packet instructions. Meanwhile, break your bread up, place it in the food processor and whiz it up to form breadcrumbs. Set aside. Wash your tomatoes and place them in the food processor with the garlic, basil, sun-dried tomatoes, anchovies and a good pinch of salt and pepper. Whiz up for 30 seconds. Then add 2 handfuls of the Parmesan, the cream, vinegar and grated nutmeg. Whiz until smooth and season carefully to taste so it's really yummy!By this time your macaroni will probably be cooked, so drain it in a colander, saving some of the cooking water. Place the pasta back into the pan and pour over every last bit of the cheesy sauce. You want it to be quite loose because you'll be surprised how quickly the sauce will disappear inside the macaroni and will look dry. So add a few spoonfuls of the reserved cooking water. Now you need to get yourself a baking dish about 810cm deep this could be an earthenware dish or even a shallow ovenproof pan. Pour the pasta straight into your baking dish and break the mozzarella into little pieces over the top. Mix the last handful of Parmesan with the thyme leaves and breadcrumbs and sprinkle evenly over the top of the dish. Drizzle generously with good extra virgin olive oil this will give you a lovely crunch topping.Place in the preheated oven for 2025 minutes or until piping hot and golden on top. Serve straight away, sprinkled with a little extra Parmesan. Best eaten with a nice salad and you'll love it."
684,Bin189's Red And Green Caesar Salad,174,FALSE,FALSE,TRUE,TRUE,4,side dish,"anchovies,capers,egg yolk,garlic clove,lemon juice,olive oil,olive oil,parsley,red wine vinegar,worcestershire sauce",,660,0,
686,Warm Scallop Salad with Mushrooms and Zucchini,320,FALSE,FALSE,TRUE,FALSE,35,salad,"anchovies,boston lettuce,chives,dry white wine,lemon juice,lemon zest,olive oil,oyster mushrooms,salt and pepper,sea scallops,shallot,tarragon,unsalted butter,zucchini",,319,2,"In a small bowl, combine the anchovies with the lemon zest, lemon juice and 2 tablespoons of the olive oil. Season with salt and pepper. In a large skillet, heat 1 tablespoon of the olive oil. Add the zucchini, season with salt and cook over high heat until browned in spots; transfer to a large plate. Add 1 tablespoon of the olive oil and the mushrooms to the skillet; season with salt and pepper, cover and cook over moderate heat until starting to brown. Uncover and cook until tender and browned; transfer to the plate. Season the scallops with salt and pepper. Heat the remaining 1 tablespoon of olive oil in the skillet until shimmering. Add the scallops and cook over moderately high heat until browned on the bottom. Turn the scallops and cook for 1 minute longer; transfer to a small plate. Add the shallot to the pan and cook until softened. Add the wine and simmer, then stir in the zucchini and mushrooms and reheat. Swirl in the anchovy dressing, any scallop juices and the butter. Arrange the lettuce on plates and top with the scallops and vegetables. Garnish with the chives, tarragon and bottarga and serve."
687,Niçoise Salad Sandwiches,172,FALSE,FALSE,FALSE,TRUE,15,salad,"ahi tuna,arugula,baguette,cherry tomatoes,dijon mustard,garlic clove,hard cooked eggs,kalamata olives,lemon juice,olive oil,olive oil,roasted red bell peppers,salt and pepper",,292,0,
688,"Brussels Sprout Leaf, Jerusalem Artichoke & Castelvetrano Olive",110,FALSE,FALSE,TRUE,FALSE,45,side dish,"anchovies,black pepper,brussels sprouts,extra virgin olive oil,fleur de sel,jerusalem artichokes,lemon zest,meyer lemon juice,olives,parmigiano reggiano cheese",,156,0,"Place the lemon juice and lemon zest in a medium bowl. Slowly whisk in the oil. Using the flat side of a chef's knife, push on each olive until the pit comes free; discard pits. Cut the pitted olives into slivers and add to the bowl with the lemon juice-olive oil mixture; set aside. Cut the base off of one Brussels sprout. Carefully pull off the outer leaves, continuing to trim the base to release the leaves. Stop when you get to the yellow inner leaves that are tightly packed together, reserve this part of the sprout for another use. Repeat with remaining Brussels sprouts and add the leaves to the bowl with dressing. Peel the Jerusalem artichokes and thinly slice using a mandoline slicer. Add them to the bowl and toss with the dressing. Add the pepper, salt, and anchovies and toss to combine. Divide among 4 salad plates, top with cheese."
690,Wild Rocket & Chilli Spaghetti Recipe,400,FALSE,FALSE,FALSE,FALSE,17,"lunch,main course,main dish,dinner","extra virgin olive oil,garlic,juice of lemon,olive oil,parmesan cheese,red chilli,rocket,sea-salt,spaghetti",,1.411,0,
691,Italian Bread And Cabbage Soup With Sage Butter,99,FALSE,FALSE,FALSE,FALSE,54,,"anchovy,bacon,butter,fontina cheese,fresh rosemary,garlic,kale,olive oil,parmesan cheese,fresh sage,savoy cabbage leaves,sea-salt,sourdough bread,vegetable stock",,330,0,
692,"Cod, Potato & Spring Onion Stew Recipe",1297,FALSE,FALSE,TRUE,FALSE,44,"lunch,main course,main dish,dinner","anchovies,cod fillet,courgettes,extra virgin olive oil,fresh flat leaf parsley,juice of lemon,leek,milk,onion,potatoes,salt and pepper,spring onions,stock,wine",,783,0,
693,Romaine With Garlic Lemon Anchovy Dressing,157,FALSE,FALSE,TRUE,FALSE,10,,"anchovy,extra virgin olive oil,garlic,lemon juice,lemon juice,parmesan cheese,parmesan cheese,romaine lettuce,salt and pepper",,249,0,"Separate romaine leaves. Cut crosswise into 1/2-inch-wide pieces, wash well, and spin dry. With a vegetable peeler, shave 1/3 cup parmesan curls. In a blender puree garlic and anchovies with lemon juice. With motor running add oil in a stream until dressing is emulsified. Season with salt and pepper. In a bowl toss romaine with dressing, 1/4 cup parmesan curls, and salt and pepper to taste. Divide salad between 2 plates and sprinkle with remaining parmesan curls."
694,Beef Tenderloin Cobb Salad,626,FALSE,FALSE,TRUE,FALSE,45,salad,"anchovy,bacon,beef tenderloin,beefsteak tomatoes,buttermilk,dijon mustard,flat-leaf parsley,garlic cloves,ground cumin,hass avocados,jalapeno,kosher salt,lemon juice,mayonnaise,olive oil,olive oil,parmesan cheese,romaine lettuce,sunflower sprouts,sweet paprika,worcestershire sauce,cornnuts",,1.070,0,"In a large shallow dish, combine the parsley, extra-virgin olive oil, paprika and cumin. Stir in half of the minced garlic, 1 tablespoon of salt and 2 tablespoons of pepper. Add the meat and turn to coat thoroughly. Cover and refrigerate for 1 to 2 hours. Preheat the oven to 400. In a medium bowl, mix the mayonnaise with the Parmesan, mustard, buttermilk, lemon juice, anchovies, jalapeo, Worcestershire sauce and the remaining minced garlic. Season the dressing with salt and pepper and refrigerate. In a large skillet, cook the bacon over moderate heat until crisp, about 5 minutes. Drain and coarsely chop. In a large bowl, toss the romaine with the bacon, avocados and Cornnuts. In a large ovenproof skillet, heat the pure olive oil until almost smoking. Remove the meat from the marinade and pat dry. Cook the tenderloin over moderately high heat until browned on 3 sides, about 3 minutes per side. Turn to brown on the last side and put the skillet in the oven. Roast the meat for about 25 minutes; an instant-read thermometer inserted in the thickest part should register 125 for medium rare. Transfer the tenderloin to a carving board and let stand for 10 minutes. Toss the salad with half of the dressing. Mound on a large platter, surround with the tomato wedges and scatter the sprouts on top. Thinly slice the tenderloin, arrange on the salad and serve. Pass the extra dressing at the table."
695,"Tamarind Glazed Swordfish with Lime, Cilantro and Tamarind Sauce",393,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","cilantro,curry paste,garlic cloves,ice cubes,limes,olive oil,raw pumpkin seeds,rice wine,salt and pepper,soy sauce,swordfish steaks,vegetable oil,yellow onion",,519,5,"BEGIN TO MAKE THE GLAZE: Soften one of the cubes of tamarind paste in a small bowl with about two tablespoons of very hot water. Let it sit, stirring occasionally, while you prepare the sauce for the fish. MAKE THE CILANTRO TAMARIND PASTE: Put the cilantro, garlic, tamarind, 2 tablespoons plus one teaspoon of soy sauce, the onion, shallots, anchovies or anchovy paste, and the juice of half of one lime into your food processor. Pull the tamarind apart into small pieces before putting into the food processor, to make sure there are no hard seeds in it. If you want heat, add a fresh chili that has been coarsely chopped. Process for about ten seconds, scrape down, process again, scrape down and, if necessary, process a third time. You want the pieces to be small and the mixture well combined, but you do not want a liquidy puree. Heat the vegetable oil in a small, heavy saucepan with a lid. Before it starts to smoke, add the onion, cilantro and tamarind mixture and stir well. Simmer for about ten minutes, stirring occasionally. Put the lid on and set aside. It will hold, unrefrigerated, for a few hours. PREPARE THE FISH: Fire up your grill to medium heat or preheat your oven on the broiler setting. If broiling, put some foil down on the pan. Pat dry the swordfish steaks and sprinkle well with salt. Rub in the olive oil. Juice another half lime and set aside. FINISH MAKING THE GLAZE: Press the tamarind pulp through a fine strainer. Add the juice of half a lime and a teaspoon of soy sauce. Juice the other half lime and set aside. TOAST THE PUMPKIN SEEDS, IF USING: Preheat the oven to about 375 degrees Fahrenheit. Toast the pumpkin seeds on a baking sheet lined with parchment, on the top shelf of your oven, turning once, for about five minutes, or until lightly browned. Remove from the oven and toss in a bowl with 1 teaspoon of soy sauce or more to taste. Put back in the oven on the parchment-lined pan for 2 - 3 minutes. Remove and set aside. COOK THE FISH: When the grill or broiler is hot - you want your coals to be white -- cook the fish on one side for 3 -5 minutes minutes, depending on the thickness of the steaks and on how well you like your swordfish cooked. While the fish is grilling, bring the sauce to a good simmer over medium heat. Add the rice wine and cook for a minute or two. (When I broil, I don't pierce the foil, so that I can collect the juices, which I then strain and add to the sauce at this point.) Taste the sauce and add more lime juice -- or a pinch of sugar if it's too tart -- and salt, to taste. Flip the fish over and baste with the tamarind glaze. Cook the second side, then flip once more and baste again, cooking only for about ten or fifteen seconds. Serve with the sauce. Garnish with the tamari roasted pumpkin seeds, if using. Enjoy!! ;o)"
696,Orange & Fennel Seed Tapenade,144,FALSE,FALSE,TRUE,TRUE,45,side dish,"anchovy,bell pepper,capers,fennel seeds,garlic,olive oil,olives,orange juice,orange zest",,184,0,"Put the olives, olive oil, capers, orange juice, anchovies, orange zest, garlic, and fennel seeds in a food processor. Pulse a few times to make an almost smooth paste. Season to taste with pepper. Photo: Scott Phillips Rate this Recipe and View Reviews"
697,Chicken With Garlic & Olives,161,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovies,bay leaf,chicken legs,chicken stock,dry white wine,flat-leaf parsley,garlic,olive oil,olives,onion,oregano,salt and pepper,white-wine vinegar",,253,3,"In a large saut pan over medium-high heat, heat the olive oil. Add the onion and garlic, cook for 1 minute, and then add the chicken. Cook, turning frequently, until the chicken is browned on all sides. Add the wine, vinegar, stock, oregano, and bay leaf. Cover the pan, reduce the heat to medium low, and simmer until the chicken feels firm and its juices run clear when pierced, about 30 minutes. Remove the chicken from the pan. Bring the broth to a gentle boil, skim the surface, and cook until the sauce hasreduced by one-third. Stir in the olives and anchovies. Add the parsley, salt, and pepper. To serve, pour the sauce over the chicken. nutrition information (per serving): Calories (kcal): 350, Fat (kcal): 21, Fat Calories (g): 186, Saturated Fat (g): 5, Protein (g): 36, Monounsaturated Fat (g): 11, Carbohydrates (mg): 2, Polyunsaturated Fat (mg): 4, Sodium (g): 510, Cholesterol (g): 105, Fiber (g): 1, Photo: Philippe Houze Rate this Recipe and View Reviews"
698,Mixed Grill with Sicilian Lemon Salad and Almond Mint Salsa,491,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovies,arugula,balsamic vinegar,black pepper,chicken sausages,lemons,marsala wine,mint,olive oil,portobello mushrooms,racks of lamb,red onion,sea salt",,1.184,1,"Using a small sharp knife, remove the peel and bitter white pith from the lemons; thinly slice the lemons crosswise. Transfer to a bowl, toss with the olive oil, sea salt and pepper and let stand for 20 minutes. Meanwhile, light a grill or preheat the broiler. Set the mushrooms in a large shallow dish, gill side up. In a small bowl, combine the onion, anchovies, vinegar and Marsala. Pour the marinade over the mushrooms and let stand at room temperature for 20 minutes. Grill the mushrooms over a medium-high fire or broil them for about 15 minutes, turning, until tender and lightly charred. Transfer the mushrooms to a large platter, cover loosely with foil and keep warm. Prick the sausages all over with a fork and grill or broil for 10 to 15 minutes, turning, until cooked through. Add the sausages to the platter. Season the lamb chops with salt and pepper and grill or broil for about 3 minutes per side for medium rare; arrange the chops on the platter. Mound the arugula on the platter, pile the lemon salad alongside and serve with Almond Mint Salsa."
699,Roasted Tomato and Roasted Garlic Puttanesca,360,FALSE,FALSE,FALSE,TRUE,125,"lunch,main course,main dish,dinner","anchovies,capers,flat-leaf parsley,garlic,kosher salt,oil cured black olives,olive oil,oregano,penne,cherry,plum tomatoes",,624,0,"Preheat the oven to 375 degrees F. Arrange a cooling rack over a parchment or foil-lined baking sheet for easy clean up. Cut the ends off the entire head garlic to expose all of the cloves. Season the garlic with a little salt, some black pepper, and a drizzle of extra-virgin olive oil, then wrap in foil. Cut the tomatoes in 1/2 and place in a bowl. Lightly dress the tomatoes by drizzling with extra-virgin olive oil. Season the tomatoes with salt, pepper, and marjoram, and arrange on the baking sheet cut-side down. Bake the tomatoes 20 to 25 minutes, then flip the tomatoes, and roast 20 minutes more. Roast the garlic 45 to 50 minutes alongside the tomatoes. Place about 2/3 of the tomatoes in a food processor. Coarsely chop the remainder of the tomatoes, and reserve. Squeeze the garlic out of its skin, and add to the food processor pulsing until smooth. Add the mixture to a Dutch oven and add the olives, anchovies, capers, and chile. Cook for 5 minutes to allow the flavors to meld. Transfer to a small container for a make-ahead meal and refrigerate, or transfer to a serving bowl. Store the chopped tomatoes separately, or add to the serving bowl. To serve, bring water to a boil, salt the water and cook the pasta to al dente. Reheat the sauce. Toss the pasta with the sauce for 1 minute, to coat. Serve in shallow bowls with lots of parsley, and drizzle with more extra-virgin olive oil."
700,Sundried Tomato Sauce,509,FALSE,FALSE,TRUE,FALSE,35,sauce,"anchovy,butter,chicken stock,lemon juice,olive oil,roasted garlic,salt and pepper,shallot,sundried tomatoes,white wine",,720,8,
702,Mool Gooksu (korean Mixed Noodles In Anchovy Broth),2463,FALSE,FALSE,FALSE,TRUE,10,,"anchovies,carrot,cloves garlic,dried shiitake mushrooms,eggs,ginger,kombu,mince beef,oil,onions,salt,sesame oil,soba noodles,soy sauce,sugar,water,zucchini,gim",,546,0,
703,Green Olive & Almond Tapenade,85,FALSE,FALSE,TRUE,TRUE,45,side dish,"capers,garlic,lemon juice,olive oil,salt packed anchovies,slivered almonds,unpitted",,535,0,"Pit the olives with a knife; set aside. If using salt-packed anchovies, wash the anchovies in several changes of water. Separate the fillets by running a knife or your finger along the backbone; remove any large bones. Put the pitted olives, anchovies, almonds, garlic, capers, lemon juice, and olive oil in a food processor; process until a coarse paste forms. Itmakes a tangy topping for savory tarts and pizza and is delicious tossed with pasta along with a little olive oil and some fresh goat cheese. Brennan also tucks this tapenade under the skin of a chicken breast as a flavor booster. nutrition information (per serving): Size : per Tbs., Calories (kcal): 50, Fat (kcal): 5, Fat Calories (g): 45, Saturated Fat (g): 0.5, Protein (g): 1, Monounsaturated Fat (g): 3.5, Carbohydrates (mg): 1, Polyunsaturated Fat (mg): 0.5, Sodium (g): 135, Cholesterol (g): 0, Fiber (g): 1, Photo: Scott Phillips Rate this Recipe and View Reviews"
706,Stuffed Peppers with Lamb and Eggplant,942,FALSE,FALSE,TRUE,FALSE,145,"lunch,main course,main dish,dinner","anchovy,bell pepper,chicken stock,eggplant,garlic,green bell peppers,fontina cheese,lamb,olive oil,olives,rosemary,salt,starchy potatoes,vine ripened tomatoes,yellow onion",,878,0,"Preheat the oven to 375 degrees F. Put the eggplant in a colander and sprinkle with salt. Let it drain for 30 minutes, then rinse, drain and pat dry and chop. Cut the top third of peppers off horizontally, seed and reserve tops. Season the peppers with salt and pepper, to taste, and put them in a large bowl. Drizzle them with a little extra-virgin olive oil, and arrange them upright in an oiled roasting dish. Heat the 1/4 cup of extra-virgin olive oil, in small pan over medium heat. Add the anchovies, if using, and let them melt into the olive oil. Stir in the garlic and rosemary and swirl for 1 to 2 minutes. Transfer the oil mixture to a mixing bowl and add the eggplant, potatoes, tomatoes, onions, olives, lamb and cheese. Toss to combine and fill the peppers, slightly overstuffing them. Set the tops in place and roast for1 hour. Cool and store for a make-ahead meal. Reheat in a hot oven by adding a little chicken stock or water to the baking dish for moisture. Cover the baking dish with foil and bake for 20 minutes. Remove the foil and bake until hot and cooked through, about 10 more minutes. Serve 2 peppers per adult portion."
707,dragon's Breath' Caesar Salad,111,FALSE,FALSE,TRUE,FALSE,15,salad,"anchovies,cloves garlic,croutons,dijon mustard,lemon juice,mayonnaise,olive oil,parmesan cheese,romaine lettuce,worcestershire sauce",,597,0,
709,Anchoïade,222,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovies,cooking oil,garlic,vinegar,to",,282,0,
710,Secret Ingredient Beef Stew,1915,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovies,bay leaves,beef broth,beef stew meat,canned whole tomatoes,carrots,celery,dried thyme,garlic,leeks,olive oil,onion,parsley,bell pepper,red wine,red wine vinegar,salt,salt,tomato paste,white mushrooms",,2.373,3,"Season the beef with salt and pepper on both sides. Brown the meat in batches in a 5-6 quart Dutch oven over high heat, adding more oil as needed. Remove to a plate. Lower the heat and add all the vegetables. Cook for 5-10 minutes until softened. Stir in the tomato paste and anchovies and cook to melt the anchovies and distribute. Add the beef back in, with its juices. Add the wine, vinegar, and tomatoes with juice (breaking them up against the side of the pot as you go) and bring to a boil. Add the stock to cover (you may need a bit more than 3 cups). Put in the salt, bay leaf, thyme, bring to a boil. Simmer, partially covered, for 2-3 hours until the meat is tender. Cool to room temperature. Refrigerate. When cool, skim off much of the fat from the top. Reheat over low heat, letting the stew simmer 30-45 minutes before serving. Mix in half of the parsley and garnish with the rest."
711,Veal Scaloppine With Egg & Parmesan,210,FALSE,FALSE,FALSE,FALSE,45,"lunch,main course,main dish,dinner","arugula,bell pepper,canned anchovies,eggs,flour,fresh flat-leaf parsley,lemon,olive oil,parmigiano reggiano,unsalted butter,veal,vegetable oil,white wine vinegar",,538,0,"Whisk the eggs together for 1 minute until light. Stir in the anchovies, Parmigiano, parsley, and 1/2 tsp. pepper. Place the arugula in the bottom of four shallow serving dishes and dress with the olive oil and some black pepper. To cook the veal, set two large frying pans over high heat and add the vegetable oil. Turn the scaloppine in the flour until evenly coated, then dip into the egg mixture. Place two scaloppine in each of the pans and cook for 1 minute. Reduce the heat to medium and cook until golden on the underside, about 2 minutes longer. Turn and cook on the other side for 2 to 3 minutes. Add half of the butter to each frying pan. When it has melted, pour half of the vinegar into each, tilting the pans to combine the juices. Lift out the scaloppine and lay them on the arugula. Drizzle the buttery pan juices over the veal and serve with lemon wedges. Photo: Jason Lowe Rate this Recipe and View Reviews"
712,"Gemelli With Cauliflower, Scallions & Green Olives",370,FALSE,FALSE,FALSE,TRUE,45,"lunch,main course,main dish,dinner","anchovy,cauliflower,breadcrumbs,garlic,gemelli,olive oil,olives,red pepper flakes,scallions",,822,0,"Bring a large pot of salted water to a boil. Drop the cauliflower into the boiling water and cook until the florets offer little resistance when pierced with the tip of a knife, 3 to 4 minutes. (Don't let the cauliflower become at all mushy.) With a slotted spoon or a skimmer, remove the cauliflower from the pot and drain it. Return the water to a boil for cooking the pasta. When the cauliflower is cool enough to handle, cut the florets into smaller pieces and set aside. In a large skillet, heat 2 Tbs. of the olive oil over medium-low heat. Add the garlic and scallion whites and cook until fragrant but not browned, about 5 minutes. Add the pepper flakes and anchovies, crushing them with a wooden spoon, and cook for another 1 to 2 minutes. Remove the skillet from the heat while you cook the pasta. Just before the pasta is done, return the skillet to medium-high heat and add the cauliflower and half of the breadcrumbs. Cook, tossing once or twice, until heated through. When the pasta is just tender, reserve 1 cup of pasta cooking water and then drain the pasta, leaving drops of water clinging to it. Add the pasta and 1/2 cup of the reserved pasta cooking water to the skillet, using more or less as needed. Stir in the olives and the scallion greens. Drizzle with the remaining olive oil to taste. Heat gently for a few minutes so that flavors meld. Taste for salt and pepper. Serve warm, passing the remaining breadcrumbs at the table. nutrition information (per serving): Size : based on two servings, Calories (kcal): 760, Fat (kcal): 29, Fat Calories (g): 260, Saturated Fat (g): 4, Protein (g): 25, Monounsaturated Fat (g): 19, Carbohydrates (mg): 101, Polyunsaturated Fat (mg): 3, Sodium (g): 1470, Cholesterol (g): 10, Fiber (g): 9, Photo: Scott Phillips Rate this Recipe and View Reviews"
713,Dinner Tonight: Caesar Salad,1467,FALSE,FALSE,FALSE,FALSE,6,"lunch,main course,main dish,dinner","anchovies,bread,egg yolk,garlic cloves,lemon juice,olive oil,parmesan,red wine vinegar,romaine lettuce,salt,salt and pepper",,902,0,
714,Warm Tuna Salad Niçoise,52,FALSE,FALSE,TRUE,TRUE,102,salad,"ahi tuna steak,anchovy,capers,dijon mustard,garlic,green beans,lemon juice,low sodium chicken broth,olive oil,red bell pepper,red potatoes,Salt & Pepper,white-wine vinegar",,33,0,"Tip: To oven-roast peppers:1. Preheat oven to 450F. Place a wire rack on a large baking sheet. Arrange whole bell peppers on the rack.2. Roast peppers in the center of the oven, turning occasionally with tongs, until blackened in places, 30 to 40 minutes.3. Transfer the peppers to a large bowl and cover with plastic wrap. Let steam for 10 minutes. Uncover and let cool.4. With a paring knife, remove stems, skins and seeds. If serving as antipasto, combine accumulated juices with peppers."
715,Bruschetta With Fig & Walnut Anchoiade,100,FALSE,FALSE,TRUE,FALSE,45,side dish,"bell pepper,cognac,dried figs,garlic,kosher salt,manchego,oil packed tuna,olive oil,walnut halves",,144,0,"Put the figs, walnuts, anchovies, garlic, and 1/4 tsp. salt in a food processor. Process until finely chopped. Add the olive oil, Cognac, and a few twistsof pepper and process again to make a somewhat coarse paste. Taste and adjust the seasonings, if necessary. Spread the anchoiade on the grilledbruschetta and top with a few of the cheese shavings. nutrition information (per serving): Size : per Tbs., Calories (kcal): 60, Fat (kcal): 3.5, Fat Calories (g): 30, Saturated Fat (g): 0.5, Protein (g): 2, Monounsaturated Fat (g): 1.5, Carbohydrates (mg): 6, Polyunsaturated Fat (mg): 1.5, Sodium (g): 250, Cholesterol (g): 5, Fiber (g): 1, Photo: Scott Phillips Rate this Recipe and View Reviews"
716,Bruschetta With Rustic Green Olive Tapenade,54,FALSE,FALSE,TRUE,TRUE,45,side dish,"capers,bay leaves,fresh flat-leaf parsley,garlic,green olives,hard cooked eggs,kosher salt,olive oil,salt packed anchovies",,123,0,"With a mortar and pestle, pound the garlic and anchovies to a smooth paste with a pinch of salt. In a food processor, combine the olives and capers and pulse until the ingredients are roughly chopped. Transfer the mixture to a bowl and stir in the garlic-anchovy paste, herbs, olive oil, and eggs. Spread the tapenade on the grilled bread. nutrition information (per serving): Size : per Tbs., Calories (kcal): 30, Fat (kcal): 3, Fat Calories (g): 25, Saturated Fat (g): 0.5, Protein (g): 1, Monounsaturated Fat (g): 2, Carbohydrates (mg): 1, Polyunsaturated Fat (mg): 0.5, Sodium (g): 230, Cholesterol (g): 15, Fiber (g): 0, Rate this Recipe and View Reviews"
